번호,개방서비스명,소재지전화,도로명전체주소,사업장명,업태구분명,진료과목내용명
1214,약국,031-784-8525,"경기도 화성시 동탄구 동탄첨단산업1로 27, 금강펜테리움 IX타워 코벤트상가(근생동)동 지하1층 B005호 (영천동)",코벤트이화약국,약국,자료 미집계
1215,약국,031-377-8749,"경기도 화성시 동탄구 동탄원천로 163, 위너스타 113호 (반송동)",동탄그린약국,약국,자료 미집계
1216,약국,031-376-9106,"경기도 화성시 동탄구 동탄오산로 86-3, mk타워 106호 (여울동)",동탄행복약국,약국,자료 미집계
1217,약국,031-374-1176,"경기도 화성시 동탄구 동탄신리천로1길 73, 103호 (산척동)",호반약국,약국,자료 미집계
1218,약국,031-372-0327,"경기도 화성시 동탄구 동탄순환대로 26, 107호 (장지동)",밝은호수약국,약국,자료 미집계
1219,약국,031-377-1223,"경기도 화성시 동탄구 동탄신리천로 408, M메디컬프라자 106호 (목동)",바른약국,약국,자료 미집계
1220,약국,031-376-1764,"경기도 화성시 동탄구 동탄순환대로 690, 애플스퀘어 104호 (영천동)",스타약국,약국,자료 미집계
1221,약국,031-8003-4550,"경기도 화성시 동탄구 큰재봉길 23-11, 동탄 삼성쉐르빌 115호 (석우동)",한림약국,약국,자료 미집계
1222,약국,031-377-7005,"경기도 화성시 동탄구 동탄순환대로27길 30, 하나로마트동탄유통센터점 1층 (영천동)",동탄하나로약국,약국,자료 미집계
1223,약국,031-831-8100,"경기도 화성시 동탄구 동탄신리천로 254, 양지프라자 102,103호 (여울동)",동탄웰빙약국,약국,자료 미집계
1224,약국,031-376-9945,"경기도 화성시 동탄구 동탄대로 181, 266호 (송동, 동탄린스트라우스더레이크)",레이크온누리약국,약국,자료 미집계
1225,약국,031-373-1713,"경기도 화성시 동탄구 동탄순환대로 696, 경서프라자 102호 (영천동)",허브약국,약국,자료 미집계
1226,약국,031-378-8993,"경기도 화성시 동탄구 동탄영천로 81-9, 로얄프라자 103호 (영천동)",스마일약국,약국,자료 미집계
1227,약국,031-372-2650,"경기도 화성시 동탄구 동탄순환대로 127-9, 우성애비뉴타워 108호 (산척동)",엘림온누리약국,약국,자료 미집계
1228,약국,031-376-0793,"경기도 화성시 동탄구 동탄순환대로 257, 종산타워 109,110호 (산척동)",봄봄약국,약국,자료 미집계
1229,약국,031-302-0439,"경기도 화성시 동탄구 동탄대로4길 39, 포트센트럴파크 104호 (장지동)",서연센트럴약국,약국,자료 미집계
1230,약국,031-376-2210,"경기도 화성시 동탄구 동탄순환대로 127-19, 에스비타운 111,112호 (산척동)",동탄플러스약국,약국,자료 미집계
1231,약국,031-831-8639,"경기도 화성시 동탄구 동탄대로 537, 라스플로레스 A동 1099호 (여울동)",동탄다정약국,약국,자료 미집계
1232,약국,031-8077-9975,"경기도 화성시 동탄구 동탄지성로 18, 금정프라자 101,102호 (반송동)",휴베이스윤약국,약국,자료 미집계
1233,약국,031-374-7570,"경기도 화성시 동탄구 동탄광역환승로 73, 207동 지하1층 EAST 032호 (여울동, 동탄역 반도유보라 아이비파크 8.0)",도도약국,약국,자료 미집계
1234,약국,031-613-0446,"경기도 화성시 동탄구 동탄반석로 120, 제일프라자 208호 (반송동)",고운약국,약국,자료 미집계
1235,약국,031-375-4515,"경기도 화성시 동탄구 지산1길 21-8, 1층 (영천동)",동탄드린약국,약국,자료 미집계
1236,약국,031-613-1452,"경기도 화성시 동탄구 동탄대로 637, 107호 (영천동)",반가워약국,약국,자료 미집계
1237,약국,070-7543-8809,"경기도 화성시 동탄구 동탄대로 469-12, 2층 2002호 (여울동, 동탄역 린스트라우스)",아이튼튼약국,약국,자료 미집계
1238,약국,031-376-7515,"경기도 화성시 동탄구 동탄순환대로10길 88, S110호 (산척동, 레이크힐 반도유보라 아이비파크 10.2)",재윤온누리약국,약국,자료 미집계
1239,약국,031-372-7731,"경기도 화성시 동탄구 동탄대로 557-9, 우성르보아시티 B동 123호 (여울동)",메디약국,약국,자료 미집계
1240,약국,031-8055-0504,"경기도 화성시 동탄구 동탄순환대로 127-5, 우성센트럴타워 111호 (산척동)",파란약국,약국,자료 미집계
1241,약국,031-374-3244,"경기도 화성시 동탄구 동탄순환대로20길 118, 우성스타파크 B동 107호 (목동)",메디팜동탄약국,약국,자료 미집계
1242,약국,031-378-1530,"경기도 화성시 동탄구 동탄순환대로20길 124, 우성스타파크 A동 107호 (목동)",에이메디칼약국,약국,자료 미집계
1243,약국,031-372-5916,"경기도 화성시 동탄구 동탄순환대로18길 16, 센타프라자 110호 (목동)",해바라기약국,약국,자료 미집계
1244,약국,031-8015-8989,"경기도 화성시 동탄구 동탄반석로 134, 에이치원메디컬빌딩 102호 (반송동)",에이치원프라자약국,약국,자료 미집계
1245,약국,070-4143-2700,"경기도 화성시 동탄구 동탄공원로3길 36, 1층 (반송동)",동탄하나약국,약국,자료 미집계
1246,약국,031-307-0007,"경기도 화성시 동탄구 동탄순환대로 263, 풍산리치안타워 109,110호 (산척동)",동탄약국,약국,자료 미집계
1247,약국,031-375-1119,"경기도 화성시 동탄구 동탄순환대로 685, 111호 (영천동)",2동탄약국,약국,자료 미집계
1248,약국,031-8003-2347,"경기도 화성시 동탄구 동탄중앙로 376, 화성 동탄 이마트 1층 (석우동)",포도나무약국,약국,자료 미집계
1249,약국,031-8043-1651,"경기도 화성시 동탄구 동탄대로시범길 134, 지하1층 19,20호 (청계동, 시범 반도유보라 아이비파크4.0)",어울림약국,약국,자료 미집계
1250,약국,031-613-3037,"경기도 화성시 동탄구 10용사로 349-7, 세렌메디 304호 (능동)",햇살조은약국,약국,자료 미집계
1251,약국,031-375-8275,"경기도 화성시 동탄구 동탄신리천로 278, 105호 (여울동)",라온약국,약국,자료 미집계
1252,약국,031-375-6783,"경기도 화성시 동탄구 동탄대로 198, 드림타워 113호 (산척동)",동탄호수약국,약국,자료 미집계
1253,한약국,031-8015-1929,"경기도 화성시 동탄구 동탄반송길 29-1, 1층 (반송동)",보생한약국,한약국,자료 미집계
1254,약국,031-373-9970,"경기도 화성시 동탄구 동탄순환대로 708, 103호 (영천동, 에듀프라자1)",이지약국,약국,자료 미집계
1255,약국,031-613-5502,"경기도 화성시 동탄구 동탄지성로 109, 103호 (반송동, 골드프라자)",동탄본약국,약국,자료 미집계
1256,약국,031-613-4677,"경기도 화성시 동탄구 동탄중앙로 381-11, 101호 (석우동)",열린대학약국,약국,자료 미집계
1257,약국,031-378-0513,"경기도 화성시 동탄구 동탄대로시범길 185, 104호 (청계동)",동탄푸른약국,약국,자료 미집계
1258,약국,031-378-4667,"경기도 화성시 동탄구 동탄대로시범길 142, 110,111호 (청계동, 센텀프라자)",센텀프라자약국,약국,자료 미집계
1259,약국,031-613-8229,"경기도 화성시 동탄구 동탄반석로 196, 504호 (반송동, 아이프라자)",하늘약국,약국,자료 미집계
1260,약국,031-8003-9839,"경기도 화성시 동탄구 동탄지성로 133, 103호 (능동, 덕천프라자)",일우약국,약국,자료 미집계
1261,약국,031-8050-6500,"경기도 화성시 동탄구 여울로1길 24, 1층 (능동)",나래약국,약국,자료 미집계
1262,약국,031-373-3696,경기도 화성시 동탄구 동탄오산로 82 (여울동),동탄센터약국,약국,자료 미집계
1263,약국,031-613-4520,"경기도 화성시 동탄구 동탄반석로 130, 601호 (반송동, 드림프라자)",튼튼약국,약국,자료 미집계
1264,약국,031-613-4520,"경기도 화성시 동탄구 동탄반석로 130, 601호 (반송동, 드림프라자)",튼튼약국,약국,자료 미집계
1265,약국,031-613-9982,"경기도 화성시 동탄구 동탄중앙로 200, B동 322호 (반송동, 메타폴리스)",아이사랑해든약국,약국,자료 미집계
1266,약국,031-8003-1148,"경기도 화성시 동탄구 동탄지성로 141, 104호 (능동, 아크리아)",태평양온누리약국,약국,자료 미집계
1267,약국,031-377-7674,"경기도 화성시 동탄구 동탄대로시범길 134, 판매시설 1128호,1129호 (청계동, 시범 반도유보라 아이비파크4.0)",가람약국,약국,자료 미집계
1268,약국,031-613-8542,"경기도 화성시 동탄구 동탄반석로 130, 1층 104호 (반송동, 드림프라자)",판도라동탄약국,약국,자료 미집계
1269,약국,070-4322-7009,"경기도 화성시 동탄구 동탄순환대로 704, 성산A타워 109호 (영천동)",천사약국,약국,자료 미집계
1270,약국,031-372-7720,"경기도 화성시 동탄구 동탄순환대로 686, 104호 (영천동)",더큰사랑약국,약국,자료 미집계
1271,약국,031-374-8201,"경기도 화성시 동탄구 동탄대로시범길 148-54, 3층 303호 (청계동)",동탄메디칼약국,약국,자료 미집계
1272,약국,031-613-9956,"경기도 화성시 동탄구 동탄원천로 338, 동탄포레스트프라자 103호 (능동)",유진약국,약국,자료 미집계
1273,약국,031-372-3848,"경기도 화성시 동탄구 동탄대로시범길 261, 1층 106호 (청계동, 리더스프라자)",신도시우리약국,약국,자료 미집계
1274,약국,031-375-9917,"경기도 화성시 동탄구 동탄대로시범길 146, 1층 103~105호 (청계동, 포트센트럴시티)",열린온누리약국,약국,자료 미집계
1275,약국,031-375-9917,"경기도 화성시 동탄구 동탄대로시범길 146, 1층 103~105호 (청계동, 포트센트럴시티)",열린온누리약국,약국,자료 미집계
1276,약국,031-613-8075,"경기도 화성시 동탄구 동탄중앙로 76, 서건프라자 106호 (반송동)",소나무약국,약국,자료 미집계
1277,약국,031-8015-5858,"경기도 화성시 동탄구 동탄솔빛로 53, 2층 205호 (반송동, 모닝타운)",모닝약국,약국,자료 미집계
1278,약국,031-613-1532,"경기도 화성시 동탄구 동탄반석로 204, 6층 601호 (반송동, 제일프라자)",늘푸른온누리약국,약국,자료 미집계
1279,약국,031-8015-9171,"경기도 화성시 동탄구 동탄중앙로 381-7, 106,107호 (석우동)",뉴욕대학병원약국,약국,자료 미집계
1280,약국,031-8003-1914,"경기도 화성시 동탄구 동탄반석로 204, 102호 (반송동, 제일프라자)",새로운건강약국,약국,자료 미집계
1281,약국,031-613-0337,"경기도 화성시 동탄구 큰재봉길 23-11, 동탄 삼성쉐르빌 1층 113,114호 (석우동)",성심온누리약국,약국,자료 미집계
1282,약국,031-8015-3613,"경기도 화성시 동탄구 큰재봉길 23-11, 109동 1층 110호 (석우동, 동탄쉐르빌)",위드팜정문약국,약국,자료 미집계
1283,약국,"031-8015-5105,7","경기도 화성시 동탄구 동탄중앙로 381-13, 101호 (석우동, 성심제일프라자)",1등약국,약국,자료 미집계
1284,약국,"031-8015-5105,7","경기도 화성시 동탄구 동탄중앙로 381-13, 101호 (석우동, 성심제일프라자)",1등약국,약국,자료 미집계
1285,약국,031-8015-5286,경기도 화성시 동탄구 삼성1로 140 (석우동),동탄삼성약국,약국,자료 미집계
1286,약국,031-8003-3553,"경기도 화성시 동탄구 10용사로 316, 101호 (능동, 다건빌딩)",참사랑약국,약국,자료 미집계
1287,약국,031-8003-4134,"경기도 화성시 동탄구 동탄지성로 134, 한솔프라자 103호,104호 (능동)",새싹약국,약국,자료 미집계
1288,약국,070-4406-3852,"경기도 화성시 동탄구 동탄지성로 136, 203호 (능동, 우리프라자)",능동키즈약국,약국,자료 미집계
1289,약국,031-8015-1485,"경기도 화성시 동탄구 동탄원천로 163, 위너스타 503-1호 (반송동)",밝은약국,약국,자료 미집계
1290,약국,031-8003-8881,경기도 화성시 동탄구 동탄중심상가1길 40 (반송동),신동탄약국,약국,자료 미집계
1291,약국,031-613-1007,"경기도 화성시 동탄구 동탄솔빛로 48, 거택프라자 107호 (반송동)",나루약국,약국,자료 미집계
1292,약국,031-8003-0709,"경기도 화성시 동탄구 동탄솔빛로 64, 109호 (반송동, 가희프라자)",자연온누리약국,약국,자료 미집계
1293,약국,031-613-7674,"경기도 화성시 동탄구 동탄반석로 196, 104호 (반송동, 아이프라자)",광장약국,약국,자료 미집계
1294,약국,031-613-5360,"경기도 화성시 동탄구 동탄지성로 139, 1층 101호 (능동, 양진빌딩)",동탄우리약국,약국,자료 미집계
1295,약국,031-8003-1939,"경기도 화성시 동탄구 동탄반석로 204, 503호 (반송동, 제일프라자)",밝은미소약국,약국,자료 미집계
1296,약국,031-613-2461,"경기도 화성시 동탄구 동탄솔빛로 68, 105호 (반송동, 계림빌딩)",계림약국,약국,자료 미집계
1297,약국,031-613-5332,"경기도 화성시 동탄구 10용사로 343-2, 114호 (능동, 폴리클리닉빌딩)",우림약국,약국,자료 미집계
1298,약국,070-8803-1868,"경기도 화성시 동탄구 동탄반석로 124, 쎈타프라자 503-1호 (반송동)",자연앤약국,약국,자료 미집계
1299,약국,031-8003-0101,"경기도 화성시 동탄구 동탄솔빛로 67, 102-3호 (반송동, 성우프라자)",우리들약국,약국,자료 미집계
